DE11	2
DE12	2
DE13	2
DE14	2
DE21	3
DE22	3
DE23	3
DE24	4
DE25	4
DE26	4
DE27	2
DE30	1
DE40	1
DE50	7
DE60	6
DE71	7
DE72	7
DE73	7
DE80	1
DE91	7
DE92	7
DE93	6
DE94	7
DEA1	5
DEA2	5
DEA3	7
DEA4	7
DEA5	7
DEB1	5
DEB2	5
DEB3	5
DEC0	5
DED2	1
DED4	1
DED5	1
DEE0	1
DEF0	6
DEG0	4
