DE111	1
DE112	1
DE113	1
DE114	1
DE115	1
DE116	1
DE117	1
DE118	1
DE119	0
DE11A	0
DE11B	0
DE11C	5
DE11D	1
DE121	1
DE122	1
DE123	0
DE124	1
DE125	1
DE126	1
DE127	0
DE128	1
DE129	0
DE12A	1
DE12B	0
DE12C	1
DE131	1
DE132	1
DE133	1
DE134	1
DE135	1
DE136	1
DE137	1
DE138	1
DE139	1
DE13A	1
DE141	1
DE142	1
DE143	1
DE144	1
DE145	1
DE146	1
DE147	1
DE148	1
DE149	1
DE211	1
DE212	1
DE213	1
DE214	1
DE215	1
DE216	1
DE217	1
DE218	1
DE219	0
DE21A	1
DE21B	1
DE21C	1
DE21D	1
DE21E	1
DE21F	1
DE21G	1
DE21H	1
DE21I	0
DE21J	1
DE21K	1
DE21L	1
DE21M	1
DE21N	1
DE221	1
DE222	1
DE223	0
DE224	0
DE225	1
DE226	0
DE227	0
DE228	1
DE229	1
DE22A	0
DE22B	0
DE22C	1
DE231	0
DE232	0
DE233	1
DE234	0
DE235	1
DE236	0
DE237	1
DE238	0
DE239	0
DE23A	0
DE241	0
DE242	0
DE243	0
DE244	0
DE245	0
DE246	0
DE247	0
DE248	0
DE249	0
DE24A	0
DE24B	0
DE24C	0
DE24D	0
DE251	0
DE252	1
DE253	1
DE254	1
DE255	4
DE256	1
DE257	0
DE258	1
DE259	0
DE25A	1
DE25B	1
DE25C	0
DE261	0
DE262	0
DE263	1
DE264	0
DE265	0
DE266	0
DE267	0
DE268	0
DE269	0
DE26A	0
DE26B	0
DE26C	1
DE271	1
DE272	1
DE273	1
DE274	1
DE275	1
DE276	1
DE277	1
DE278	1
DE279	1
DE27A	1
DE27B	1
DE27C	1
DE27D	1
DE27E	1
DE300	6
DE401	0
DE402	0
DE403	0
DE404	0
DE405	0
DE406	0
DE407	0
DE408	0
DE409	0
DE40A	0
DE40B	0
DE40C	0
DE40D	0
DE40E	0
DE40F	0
DE40G	0
DE40H	0
DE40I	0
DE501	1
DE502	0
DE600	1
DE711	1
DE712	0
DE713	1
DE714	1
DE715	1
DE716	1
DE717	0
DE718	0
DE719	1
DE71A	0
DE71B	0
DE71C	1
DE71D	0
DE71E	1
DE721	1
DE722	0
DE723	0
DE724	1
DE725	0
DE731	0
DE732	1
DE733	0
DE734	0
DE735	0
DE736	0
DE737	0
DE801	0
DE802	0
DE803	0
DE804	1
DE805	0
DE806	0
DE807	0
DE808	0
DE809	0
DE80A	1
DE80B	0
DE80C	0
DE80D	0
DE80E	1
DE80F	0
DE80G	0
DE80H	0
DE80I	0
DE911	0
DE912	0
DE913	0
DE914	0
DE915	0
DE916	1
DE917	0
DE918	0
DE919	0
DE91A	0
DE91B	0
DE922	1
DE923	1
DE925	1
DE926	1
DE927	0
DE928	1
DE929	1
DE931	0
DE932	0
DE933	1
DE934	1
DE935	0
DE936	0
DE937	1
DE938	0
DE939	1
DE93A	0
DE93B	0
DE941	0
DE942	1
DE943	0
DE944	1
DE945	0
DE946	0
DE947	1
DE948	0
DE949	1
DE94A	0
DE94B	1
DE94C	1
DE94D	0
DE94E	1
DE94F	0
DE94G	0
DE94H	0
DEA11	1
DEA12	1
DEA13	1
DEA14	1
DEA15	1
DEA16	1
DEA17	1
DEA18	1
DEA19	1
DEA1A	1
DEA1B	1
DEA1C	1
DEA1D	1
DEA1E	1
DEA1F	1
DEA22	1
DEA23	1
DEA24	1
DEA26	1
DEA27	1
DEA28	1
DEA29	1
DEA2A	1
DEA2B	1
DEA2C	1
DEA2D	1
DEA31	1
DEA32	1
DEA33	1
DEA34	1
DEA35	1
DEA36	1
DEA37	1
DEA38	1
DEA41	1
DEA42	1
DEA43	1
DEA44	0
DEA45	1
DEA46	1
DEA47	1
DEA51	1
DEA52	1
DEA53	1
DEA54	1
DEA55	1
DEA56	1
DEA57	1
DEA58	1
DEA59	0
DEA5A	0
DEA5B	1
DEA5C	1
DEB11	0
DEB12	0
DEB13	0
DEB14	0
DEB15	0
DEB16	0
DEB17	0
DEB18	0
DEB19	0
DEB1A	0
DEB1B	0
DEB21	0
DEB22	0
DEB23	0
DEB24	0
DEB25	0
DEB31	0
DEB32	1
DEB33	0
DEB34	0
DEB35	1
DEB36	1
DEB37	0
DEB38	1
DEB39	0
DEB3A	0
DEB3B	0
DEB3C	0
DEB3D	0
DEB3E	1
DEB3F	1
DEB3G	0
DEB3H	1
DEB3I	0
DEB3J	1
DEB3K	0
DEC01	0
DEC02	0
DEC03	0
DEC04	0
DEC05	0
DEC06	2
DED21	0
DED2C	0
DED2D	0
DED2E	0
DED2F	0
DED41	0
DED42	0
DED43	0
DED44	0
DED45	0
DED51	0
DED52	1
DED53	0
DEE01	1
DEE02	1
DEE03	1
DEE04	1
DEE05	3
DEE06	0
DEE07	0
DEE08	1
DEE09	1
DEE0A	1
DEE0B	1
DEE0C	1
DEE0D	0
DEE0E	1
DEF01	1
DEF02	1
DEF03	1
DEF04	0
DEF05	1
DEF06	1
DEF07	1
DEF08	1
DEF09	1
DEF0A	0
DEF0B	1
DEF0C	1
DEF0D	1
DEF0E	0
DEF0F	1
DEG01	1
DEG02	1
DEG03	1
DEG04	0
DEG05	1
DEG06	0
DEG07	1
DEG09	0
DEG0A	0
DEG0B	1
DEG0C	0
DEG0D	0
DEG0E	0
DEG0F	0
DEG0G	1
DEG0H	0
DEG0I	0
DEG0J	0
DEG0K	0
DEG0L	0
DEG0M	0
DEG0N	0
DEG0P	1
